Date,Symbole,Titre,Cotation_Volume,Cotation_Valeur,Cours_Precedent,Cours_Ouv,Cours_Clot,Cours_Moy,Variation,Variation_Ann_Prec,Cours_Reference,Ecarts_Maximaux_Bas,Ecarts_Maximaux_Haut,Dernier_Dividende_Montant_Net,Dernier_Dividende_Date,Comp,Rdt_Net,PER
2016-10-05,ABJC,SERVAIR ABIDJAN CI,1 269,7 721 865,6 575,6 085,6 085,6 085,"-7,45%","54,71%",6 575,6 085,7 065,"50,00",24/07/2016,1er,"1,37%","2,27"
2016-10-05,BNBC,BERNABE CI,80,12 481 500,155 000,160 000,155 100,156 019,"0,06%","-13,84%",155 000,143 375,166 625,"5 500,00",08/07/2016,1er,"3,55%","21,91"
2016-10-05,CFAC,CFAO MOTORS CI,10,1 000 000,100 000,100 000,100 000,100 000,"0,00%","9,89%",100 000,92 500,107 500,"2 297,70",29/07/2016,2eme,"2,30%","39,17"
2016-10-05,PRSC,TRACTAFRIC MOTORS CI,18,6 481 000,365 000,360 000,360 000,360 056,,"-9,88%",365 000,337 625,392 375,"13 500,00",25/09/2016,1er,"3,58%","20,99"
2016-10-05,SHEC,VIVO ENERGY CI,23,3 939 950,175 000,172 000,170 995,171 302,"-2,78%","152,25%",175 000,161 875,188 125,"1 665,00",27/07/2016,2eme,"0,95%","67,52"
2016-10-05,TTLC,TOTAL CI,113,2 032 200,17 495,17 500,18 490,17 984,"-0,03%","-16,49%",17 495,16 185,18 805,"485,00",30/08/2016,1er,"2,57%","40,69"
2016-10-05,TTLS,TOTAL SN,134,3 176 700,25 100,25 000,23 350,23 707,"-1,95%","-4,20%",25 100,23 220,26 980,"935,00",25/07/2016,1er,"3,73%","20,69"
2016-10-05,STAC,SETAO CI,,,38 995,NC,NC,NC,,"-26,01%",38 995,36 075,41 915,,,2eme,-,"15,41"
2016-10-06,CABC,SICABLE CI,5,440 000,88 000,88 000,88 000,88 000,"0,00%","-28,74%",88 000,81 400,94 600,"1 200,00",28/07/2016,1er,"1,36%","18,57"
2016-10-06,FTSC,FILTISAC CI,16,375 900,24 000,23 500,23 490,23 494,"-2,13%","-21,69%",23 490,21 730,25 250,"161,27",18/08/2016,1er,"4,45%","21,08"
2016-10-06,NEIC,NEI-CEDA CI,,,3 500,NC,NC,NC,,"-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-10-06,NTLC,NESTLE CI,10,510 000,51 000,51 000,51 000,51 000,"0,00%","2,00%",51 000,47 175,54 825,"31,50",29/09/2011,2eme,"0,00%","17,95"
2016-10-06,SEMC,CROWN SIEM CI,25,1 175 000,46 000,47 000,47 000,47 000,"2,17%","4,46%",47 000,43 475,50 525,"1 215,00",30/09/2016,2eme,-,"37,73"
2016-10-06,SIVC,AIR LIQUIDE CI,5,79 980,16 000,15 995,16 000,15 996,"0,00%","-20,00%",16 000,14 800,17 200,"630,00",18/08/2015,1er,-,"16,62"
2016-10-06,SLBC,SOLIBRA CI,,,187 995,NC,NC,NC,,"-1,05%",187 995,173 900,202 090,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-10-06,SMBC,SMB CI,,,24 000,NC,NC,NC,,"26,32%",24 000,22 200,25 800,"450,00",19/07/2012,1er,"0,00%","8,45"
2016-10-06,STBC,SITAB CI,,,147 500,NC,NC,NC,,"-5,45%",147 500,136 440,158 560,"8 150,00",09/07/2016,1er,"5,53%","14,40"
2016-10-06,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-10-06,UNLC,UNILEVER CI,20,450 000,22 500,22 500,22 500,22 500,"0,00%","-10,00%",22 500,20 815,24 185,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-10-06,UNXC,UNIWAX CI,100,2 440 005,24 790,24 400,24 400,24 400,"-1,57%","-14,69%",24 400,22 570,26 230,"486,00",01/06/2016,2eme,"1,99%","21,00"
2016-10-06,CIEC,CIE CI,44,3 300 020,73 000,75 000,75 005,75 000,"2,75%","7,16%",75 005,69 380,80 630,"2 641,00",16/09/2016,1er,-,"25,55"
2016-10-06,ONTBF,ONATEL BF,4 329,51 124 305,12 300,12 300,12 000,11 810,"-2,44%","-20,00%",12 000,11 100,12 900,"651,00",01/06/2016,1er,"5,43%","16,14"
2016-10-06,SDCC,SODECI,682,57 365 000,85 550,85 500,84 000,84 113,"-1,81%","-19,23%",84 000,77 700,90 300,"3 240,00",30/05/2016,1er,"3,86%","22,97"
2016-10-06,SNTS,SONATEL SN,5 069,116 058 765,22 900,22 800,23 000,22 896,"0,44%","-8,00%",23 000,21 275,24 725,"1 500,00",15/05/2016,1er,"6,52%","10,40"
2016-10-06,BICC,BICICI,13,1 122 045,87 000,87 000,87 000,86 311,"0,00%","-13,86%",87 000,80 475,93 525,"2 771,41",24/07/2016,1er,"4,86%","15,76"
2016-10-06,BOAB,BOA BENIN,13,2 340 000,180 000,180 000,180 000,180 000,"0,00%","38,46%",180 000,166 500,193 500,"8 100,00",17/05/2016,1er,"4,50%","14,47"
2016-10-06,BOABF,BOA BURKINA FASO,15,2 070 035,138 000,138 005,138 000,138 002,"0,00%","15,00%",138 000,127 650,148 350,"6 930,00",04/05/2016,1er,"4,85%","12,62"
2016-10-06,BOAC,BOA CI,7,1 024 990,145 000,145 000,149 995,146 427,"3,44%","20,00%",149 995,138 750,161 240,"5 480,00",08/05/2016,1er,"4,13%","18,20"
2016-10-06,BOAN,BOA NIGER,17,1 554 040,90 005,93 995,94 000,91 414,"4,44%","10,59%",94 000,86 950,101 050,"4 910,00",19/05/2016,1er,"5,12%","16,22"
2016-10-06,BOAS,BOA SENEGAL,84,4 505 770,54 000,53 105,55 000,53 640,"1,85%","-30,38%",55 000,50 875,59 125,"750,00",01/08/2016,1er,"1,36%","31,75"
2016-10-06,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),19 140,506 442,27,27,27,26,"0,00%","-43,75%",27,25,29,"1,99",19/07/2013,1er,"0,00%","7,63"
2016-10-06,SAFC,SAFCA CI,43,1 075 000,25 000,25 000,25 000,25 000,"0,00%","-24,24%",25 000,23 125,26 875,"23,04",31/07/2011,1er,"0,00%","45,75"
2016-10-06,SGBC,SGCI,331,45 465 145,137 705,139 995,138 100,137 357,"0,29%","3,06%",138 100,127 745,148 455,"5 228,00",28/06/2016,1er,"3,79%","15,90"
2016-10-06,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,5,1 350 000,270 000,270 000,270 000,270 000,"0,00%","-14,42%",270 000,249 750,290 250,"9 581,00",28/06/2016,1er,"3,55%","40,11"
2016-10-06,SVOC,MOVIS CI,5,25 850,5 170,5 170,5 170,5 170,"0,00%","1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-10-06,PALC,PALM CÔTE D'IVOIRE,28,336 000,12 500,12 000,12 000,12 000,"-4,00%","0,00%",12 000,11 100,12 900,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-10-06,SICC,SICOR CI,,,5 995,NC,NC,NC,,"-27,51%",5 995,5 550,6 440,"1 919,00",25/10/2000,1er,"0,00%","52,71"
2016-10-06,SOGC,SOGB CI,2,64 000,32 000,32 000,32 000,32 000,"0,00%","25,00%",32 000,29 600,34 400,"1 710,00",25/07/2016,1er,"5,34%","11,53"
2016-10-06,SPHC,SAPH CI,2,22 330,10 950,11 165,11 165,11 165,"1,96%","-2,91%",11 165,10 330,12 000,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-10-06,ABJC,SERVAIR ABIDJAN CI,7 611,42 849 930,6 085,5 630,5 630,5 630,"-7,48%","32,47%",5 630,5 210,6 050,"50,00",24/07/2016,1er,"1,60%","38,83"
2016-10-06,BNBC,BERNABE CI,44,6 855 470,155 100,156 005,155 105,155 806,"0,00%","-13,78%",155 105,143 475,166 735,"5 500,00",08/07/2016,1er,"3,55%","21,92"
2016-10-06,CFAC,CFAO MOTORS CI,3,300 000,100 000,100 000,100 000,100 000,"0,00%","9,89%",100 000,92 500,107 500,"2 297,70",29/07/2016,2eme,"2,30%","39,17"
2016-10-06,PRSC,TRACTAFRIC MOTORS CI,4,1 480 000,360 000,370 000,370 000,370 000,"2,78%","-8,64%",370 000,342 250,397 750,"13 500,00",25/09/2016,1er,"3,53%","21,28"
2016-10-06,SHEC,VIVO ENERGY CI,19,3 185 000,170 995,170 000,165 000,167 632,"-3,51%","137,84%",165 000,152 625,177 375,"1 665,00",27/07/2016,2eme,"1,01%","63,66"
2016-10-06,TTLC,TOTAL CI,9,153 945,18 490,17 105,17 105,17 105,"-7,49%","-18,35%",17 105,15 825,18 385,"485,00",30/08/2016,1er,"2,63%","39,78"
2016-10-06,TTLS,TOTAL SN,237,5 458 885,23 350,23 000,24 000,23 033,"2,78%","-8,40%",24 000,22 200,25 800,"935,00",25/07/2016,1er,"3,90%","19,78"
2016-10-06,STAC,SETAO CI,,,38 995,NC,NC,NC,,"-26,01%",38 995,36 075,41 915,,,2eme,"0,00%","15,41"
2016-10-07,CABC,SICABLE CI,41,3 610 200,88 000,88 005,90 000,88 054,"2,27%","-27,13%",90 000,83 250,96 750,"1 200,00",28/07/2016,1er,"1,33%","19,00"
2016-10-07,FTSC,FILTISAC CI,292,7 129 170,23 490,23 000,25 000,24 415,"6,43%","-16,65%",25 000,23 125,26 875,"161,27",18/08/2016,1er,"4,18%","22,43"
2016-10-07,NEIC,NEI-CEDA CI,14,52 570,3 500,3 755,3 755,3 755,"7,29%","-10,60%",3 755,3 475,4 035,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-10-07,NTLC,NESTLE CI,,,51 000,NC,NC,NC,,"2,00%",51 000,47 175,54 825,"31,50",29/09/2011,2eme,"0,00%","17,95"
2016-10-07,SEMC,CROWN SIEM CI,45,2 075 000,47 000,47 000,46 000,46 111,"-2,13%","2,23%",46 000,42 550,49 450,"1 215,00",30/09/2016,2eme,-,"36,92"
2016-10-07,SIVC,AIR LIQUIDE CI,61,975 945,16 000,16 000,15 995,15 999,"-0,03%","-20,03%",15 995,14 800,17 190,"630,00",18/08/2015,1er,-,"16,62"
2016-10-07,SLBC,SOLIBRA CI,19,3 420 000,187 995,180 000,180 000,180 000,"-4,25%","-5,26%",180 000,166 500,193 500,"4 101,00",30/05/2016,1er,"2,28%","13,10"
2016-10-07,SMBC,SMB CI,22,528 120,24 000,24 010,24 005,24 005,"0,02%","26,34%",24 005,22 205,25 805,"450,00",19/07/2012,1er,"0,00%","8,45"
2016-10-07,STBC,SITAB CI,48,7 187 500,147 500,147 500,150 000,149 740,"1,69%","-3,85%",150 000,138 750,161 250,"8 150,00",09/07/2016,1er,"5,43%","14,64"
2016-10-07,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-10-07,UNLC,UNILEVER CI,17,382 500,22 500,22 500,22 500,22 500,"0,00%","-10,00%",22 500,20 815,24 185,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-10-07,UNXC,UNIWAX CI,19,465 500,24 400,24 500,24 500,24 500,"0,41%","-14,34%",24 500,22 665,26 335,"486,00",01/06/2016,2eme,"1,98%","21,08"
2016-10-07,CIEC,CIE CI,70,5 262 230,75 005,75 500,75 005,75 175,"0,00%","7,16%",75 005,69 380,80 630,"2 641,00",16/09/2016,1er,-,"25,55"
2016-10-07,ONTBF,ONATEL BF,1 655,18 370 500,12 000,11 100,11 100,11 100,"-7,50%","-26,00%",11 100,10 270,11 930,"651,00",01/06/2016,1er,"5,86%","14,93"
2016-10-07,SDCC,SODECI,9,756 000,84 000,84 000,84 000,84 000,"0,00%","-19,23%",84 000,77 700,90 300,"3 240,00",30/05/2016,1er,"3,86%","22,97"
2016-10-07,SNTS,SONATEL SN,8 727,200 545 230,23 000,22 855,23 200,22 980,"0,87%","-7,20%",23 200,21 460,24 940,"1 500,00",15/05/2016,1er,"6,47%","10,49"
2016-10-07,BICC,BICICI,67,5 841 500,87 000,87 000,87 500,87 187,"0,57%","-13,37%",87 500,80 940,94 060,"2 771,41",24/07/2016,1er,"4,84%","15,85"
2016-10-07,BOAB,BOA BENIN,11,1 985 500,180 000,180 500,180 500,180 500,"0,28%","38,85%",180 500,166 965,194 035,"8 100,00",17/05/2016,1er,"4,49%","14,51"
2016-10-07,BOABF,BOA BURKINA FASO,7,966 025,138 000,138 000,138 005,138 004,"0,00%","15,00%",138 005,127 655,148 355,"6 930,00",04/05/2016,1er,"4,85%","12,62"
2016-10-07,BOAC,BOA CI,25,3 625 125,149 995,145 005,145 005,145 005,"-3,33%","16,00%",145 005,134 130,155 880,"5 480,00",08/05/2016,1er,"4,28%","17,60"
2016-10-07,BOAN,BOA NIGER,104,9 402 300,94 000,93 000,90 100,90 407,"-4,15%","6,00%",90 100,83 345,96 855,"4 910,00",19/05/2016,1er,"5,35%","15,55"
2016-10-07,BOAS,BOA SENEGAL,87,4 790 400,55 000,55 100,55 000,55 062,"0,00%","-30,38%",55 000,50 875,59 125,"750,00",01/08/2016,1er,"1,36%","31,75"
2016-10-07,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),77 900,2 103 300,27,27,27,27,"0,00%","-43,75%",27,25,29,"1,99",19/07/2013,1er,"0,00%","7,63"
2016-10-07,SAFC,SAFCA CI,,,25 000,NC,NC,NC,,"-24,24%",25 000,23 125,26 875,"23,04",31/07/2011,1er,"0,00%","45,75"
2016-10-07,SGBC,SGCI,366,50 137 780,138 100,136 000,136 995,136 988,"-0,80%","2,24%",136 995,126 725,147 265,"5 228,00",28/06/2016,1er,"3,82%","15,77"
2016-10-07,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,49,13 245 000,270 000,270 000,285 000,270 306,"5,56%","-9,67%",285 000,263 625,306 375,"9 581,00",28/06/2016,1er,"3,36%","42,34"
2016-10-07,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-10-07,PALC,PALM CÔTE D'IVOIRE,44 430,555 368 305,12 000,12 500,12 300,12 500,"2,50%","2,50%",12 300,11 380,13 220,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-10-07,SICC,SICOR CI,,,5 995,NC,NC,NC,,"-27,51%",5 995,5 550,6 440,"1 919,00",25/10/2000,1er,"0,00%","52,71"
2016-10-07,SOGC,SOGB CI,5,160 000,32 000,32 000,32 000,32 000,"0,00%","25,00%",32 000,29 600,34 400,"1 710,00",25/07/2016,1er,"5,34%","11,53"
2016-10-07,SPHC,SAPH CI,234,2 574 000,11 165,11 000,11 000,11 000,"1,48%","-4,35%",11 000,10 175,11 825,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-10-07,ABJC,SERVAIR ABIDJAN CI,13 013,69 387 075,5 630,5 210,6 000,5 332,"6,57%","41,18%",6 000,5 550,6 450,"50,00",24/07/2016,1er,"1,50%","41,38"
2016-10-07,BNBC,BERNABE CI,14,2 184 000,155 105,156 000,156 000,156 000,"0,58%","-13,29%",156 000,144 300,167 700,"5 500,00",08/07/2016,1er,"3,53%","22,05"
2016-10-07,CFAC,CFAO MOTORS CI,,,100 000,NC,NC,NC,,"9,89%",100 000,92 500,107 500,"2 297,70",29/07/2016,2eme,"2,30%","39,17"
2016-10-07,PRSC,TRACTAFRIC MOTORS CI,,,370 000,NC,NC,NC,,"-8,64%",370 000,342 250,397 750,"13 500,00",25/09/2016,1er,"3,53%","21,28"
2016-10-07,SHEC,VIVO ENERGY CI,7,1 155 000,165 000,165 000,165 000,165 000,"0,00%","137,84%",165 000,152 625,177 375,"1 665,00",27/07/2016,2eme,"1,01%","63,66"
2016-10-07,TTLC,TOTAL CI,875,14 606 140,17 105,16 900,16 900,16 693,"-0,61%","-18,85%",17 000,15 725,18 275,"485,00",30/08/2016,1er,"2,65%","39,53"
2016-10-07,TTLS,TOTAL SN,45,1 061 200,24 000,24 000,23 500,23 582,"-2,08%","-10,31%",23 500,21 740,25 260,"935,00",25/07/2016,1er,"3,98%","19,37"
2016-10-07,STAC,SETAO CI,,,38 995,NC,NC,NC,,"-26,01%",38 995,36 075,41 915,,,2eme,"0,00%","15,41"
2016-10-10,CABC,SICABLE CI,5,440 000,90 000,88 000,88 000,88 000,"2,22%","-28,74%",88 000,81 400,94 600,"1 200,00",28/07/2016,1er,"1,36%","18,57"
2016-10-10,FTSC,FILTISAC CI,90,2 301 800,25 000,25 000,26 400,25 576,"5,60%","-11,99%",26 400,24 420,28 380,"161,27",18/08/2016,1er,"3,96%","23,69"
2016-10-10,NEIC,NEI-CEDA CI,,,3 755,NC,NC,NC,,"-10,60%",3 755,3 475,4 035,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-10-10,NTLC,NESTLE CI,26,1 346 975,51 000,51 005,51 005,51 807,"3,73%","5,80%",52 900,48 935,56 865,"31,50",29/09/2011,2eme,"0,00%","18,62"
2016-10-10,SEMC,CROWN SIEM CI,17,748 000,46 000,44 000,44 000,44 000,"-4,35%","-2,21%",44 000,40 700,47 300,"1 215,00",30/09/2016,2eme,-,"35,32"
2016-10-10,SIVC,AIR LIQUIDE CI,176,2 675 995,15 995,15 995,15 200,15 205,"-4,97%","-24,00%",15 200,14 060,16 340,"630,00",18/08/2015,1er,-,"15,79"
2016-10-10,SLBC,SOLIBRA CI,6,1 040 020,180 000,172 005,179 995,173 337,"0,00%","-5,26%",179 995,166 500,193 490,"4 101,00",30/05/2016,1er,"2,28%","13,10"
2016-10-10,SMBC,SMB CI,30,720 000,24 005,24 000,24 000,24 000,"-0,02%","26,32%",24 000,22 200,25 800,"450,00",19/07/2012,1er,"0,00%","8,45"
2016-10-10,STBC,SITAB CI,10,1 525 000,150 000,151 000,154 000,152 500,"2,67%","-1,28%",154 000,142 450,165 550,"8 150,00",09/07/2016,1er,"5,29%","15,03"
2016-10-10,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-10-10,UNLC,UNILEVER CI,,,22 500,NC,NC,NC,,"-10,00%",22 500,20 815,24 185,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-10-10,UNXC,UNIWAX CI,54,1 323 620,24 500,24 600,24 500,24 511,"0,00%","-14,34%",24 500,22 665,26 335,"486,00",01/06/2016,2eme,"1,98%","21,08"
2016-10-10,CIEC,CIE CI,52,3 907 290,75 005,75 015,75 500,75 140,"0,66%","7,86%",75 500,69 840,81 160,"2 641,00",16/09/2016,1er,-,"25,72"
2016-10-10,ONTBF,ONATEL BF,735,7 846 600,11 100,11 000,10 500,10 676,"-5,41%","-30,00%",10 500,9 715,11 285,"651,00",01/06/2016,1er,"6,20%","14,12"
2016-10-10,SDCC,SODECI,,,84 000,NC,NC,NC,,"-19,23%",84 000,77 700,90 300,"3 240,00",30/05/2016,1er,"3,86%","22,97"
2016-10-10,SNTS,SONATEL SN,25 653,589 965 440,23 200,22 995,23 000,22 998,"-0,86%","-8,00%",23 000,21 275,24 725,"1 500,00",15/05/2016,1er,"6,52%","10,40"
2016-10-10,BICC,BICICI,1,87 000,87 500,87 000,87 000,87 000,"0,57%","-13,86%",87 000,80 475,93 525,"2 771,41",24/07/2016,1er,"4,86%","15,76"
2016-10-10,BOAB,BOA BENIN,15,2 707 500,180 500,180 500,180 500,180 500,"0,00%","38,85%",180 500,166 965,194 035,"8 100,00",17/05/2016,1er,"4,49%","14,51"
2016-10-10,BOABF,BOA BURKINA FASO,61,8 518 055,138 005,138 005,140 000,139 640,"1,45%","16,67%",140 000,129 500,150 500,"6 930,00",04/05/2016,1er,"4,78%","12,80"
2016-10-10,BOAC,BOA CI,28,4 060 240,145 005,145 005,145 010,145 009,"0,00%","16,01%",145 010,134 135,155 885,"5 480,00",08/05/2016,1er,"4,28%","17,60"
2016-10-10,BOAN,BOA NIGER,2,180 200,90 100,90 100,90 100,90 100,"0,00%","6,00%",90 100,83 345,96 855,"4 910,00",19/05/2016,1er,"5,35%","15,55"
2016-10-10,BOAS,BOA SENEGAL,10,550 000,55 000,55 000,55 000,55 000,"0,00%","-30,38%",55 000,50 875,59 125,"750,00",01/08/2016,1er,"1,36%","31,75"
2016-10-10,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),8 337,233 436,27,28,28,28,"3,70%","-41,67%",28,26,30,"1,99",19/07/2013,1er,"0,00%","7,91"
2016-10-10,SAFC,SAFCA CI,4,100 020,25 000,25 010,25 000,25 005,"0,00%","-24,24%",25 000,23 125,26 875,"23,04",31/07/2011,1er,"0,00%","45,75"
2016-10-10,SGBC,SGCI,68,9 233 765,136 995,136 000,135 000,135 791,"-1,46%","0,75%",135 000,124 875,145 125,"5 228,00",28/06/2016,1er,"3,87%","15,54"
2016-10-10,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,25,6 950 000,285 000,275 000,280 000,278 000,"-1,75%","-11,25%",280 000,259 000,301 000,"9 581,00",28/06/2016,1er,"3,42%","41,60"
2016-10-10,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-10-10,PALC,PALM CÔTE D'IVOIRE,227,2 839 500,12 300,12 700,12 500,12 509,"1,63%","4,17%",12 500,11 565,13 435,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-10-10,SICC,SICOR CI,,,5 995,NC,NC,NC,,"-27,51%",5 995,5 550,6 440,"1 919,00",25/10/2000,1er,"0,00%","52,71"
2016-10-10,SOGC,SOGB CI,11,352 000,32 000,32 000,32 000,32 000,"0,00%","25,00%",32 000,29 600,34 400,"1 710,00",25/07/2016,1er,"5,34%","11,53"
2016-10-10,SPHC,SAPH CI,11,118 995,11 000,10 995,10 800,10 818,"-1,82%","-6,09%",10 800,9 990,11 610,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-10-10,ABJC,SERVAIR ABIDJAN CI,2 420,15 051 350,6 000,6 450,6 450,6 220,"7,50%","51,76%",6 450,5 970,6 930,"50,00",24/07/2016,1er,"1,40%","44,48"
2016-10-10,BNBC,BERNABE CI,13,2 041 000,156 000,157 000,157 000,157 000,"0,64%","-12,73%",157 000,145 225,168 775,"5 500,00",08/07/2016,1er,"3,50%","22,19"
2016-10-10,CFAC,CFAO MOTORS CI,10,999 835,100 000,99 900,99 900,99 984,"-0,01%","9,88%",99 990,92 495,107 485,"2 297,70",29/07/2016,2eme,"2,30%","39,16"
2016-10-10,PRSC,TRACTAFRIC MOTORS CI,20,7 400 000,370 000,370 000,370 000,370 000,"0,00%","-8,64%",370 000,342 250,397 750,"13 500,00",25/09/2016,1er,"3,53%","21,28"
2016-10-10,SHEC,VIVO ENERGY CI,47,7 854 900,165 000,165 000,169 995,167 126,"3,03%","145,04%",169 995,152 250,182 740,"1 665,00",27/07/2016,2eme,"0,98%","65,59"
2016-10-10,TTLC,TOTAL CI,152,2 584 000,17 000,17 000,17 000,17 000,"0,00%","-18,85%",17 000,15 725,18 275,"485,00",30/08/2016,1er,"2,65%","39,53"
2016-10-10,TTLS,TOTAL SN,45,2 107 625,23 500,23 500,23 000,23 418,"-2,13%","-12,21%",23 000,21 275,24 725,"935,00",25/07/2016,1er,"4,07%","18,95"
2016-10-10,STAC,SETAO CI,,,38 995,NC,NC,NC,,"-26,01%",38 995,36 075,41 915,,,2eme,"0,00%","15,41"
2016-10-11,CABC,SICABLE CI,104,9 152 000,88 000,88 000,88 000,88 000,"0,00%","-28,74%",88 000,81 400,94 600,"1 200,00",28/07/2016,1er,"1,36%","18,57"
2016-10-11,FTSC,FILTISAC CI,256,6 260 680,26 400,24 420,24 420,24 456,"-7,50%","-18,59%",24 420,22 590,26 250,"161,27",18/08/2016,1er,"4,28%","21,91"
2016-10-11,NEIC,NEI-CEDA CI,,,3 755,NC,NC,NC,,"-10,60%",3 755,3 475,4 035,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-10-11,NTLC,NESTLE CI,1,51 000,52 900,51 000,51 000,51 000,"-3,59%","2,00%",51 000,47 175,54 825,"31,50",29/09/2011,2eme,"0,00%","17,95"
2016-10-11,SEMC,CROWN SIEM CI,10,441 000,44 000,44 100,44 100,44 100,"0,23%","-1,99%",44 100,40 795,47 405,"1 215,00",30/09/2016,2eme,-,"35,40"
2016-10-11,SIVC,AIR LIQUIDE CI,3,45 000,15 200,15 000,15 000,15 000,"-1,32%","-25,00%",15 000,13 875,16 125,"630,00",18/08/2015,1er,-,"15,58"
2016-10-11,SLBC,SOLIBRA CI,15,2 570 000,179 995,172 000,170 000,171 333,"-5,55%","-10,52%",170 000,157 250,182 750,"4 101,00",30/05/2016,1er,"2,41%","12,37"
2016-10-11,SMBC,SMB CI,2,48 000,24 000,24 000,24 000,24 000,"0,00%","26,32%",24 000,22 200,25 800,"450,00",19/07/2012,1er,"0,00%","8,45"
2016-10-11,STBC,SITAB CI,5,750 500,154 000,150 100,150 100,150 100,"-2,53%","-3,78%",150 100,138 845,161 355,"8 150,00",09/07/2016,1er,"5,43%","14,65"
2016-10-11,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-10-11,UNLC,UNILEVER CI,855,19 023 750,22 500,22 250,22 250,22 250,"-1,11%","-11,00%",22 250,20 585,23 915,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-10-11,UNXC,UNIWAX CI,161,3 966 460,24 500,22 250,24 410,24 636,"-0,37%","-14,65%",24 410,22 580,26 240,"486,00",01/06/2016,2eme,"1,99%","21,01"
2016-10-11,CIEC,CIE CI,537,40 452 500,75 500,75 500,75 500,75 331,"0,00%","7,86%",75 500,69 840,81 160,"2 641,00",16/09/2016,1er,-,"25,72"
2016-10-11,ONTBF,ONATEL BF,1 544,16 577 035,10 500,10 695,10 710,10 736,"2,00%","-28,60%",10 710,9 910,11 510,"651,00",01/06/2016,1er,"6,08%","14,41"
2016-10-11,SDCC,SODECI,29,2 435 990,84 000,84 000,84 000,84 000,"0,00%","-19,20%",84 000,77 700,90 300,"3 240,00",30/05/2016,1er,"3,86%","22,97"
2016-10-11,SNTS,SONATEL SN,880,20 065 285,23 000,22 900,22 795,22 801,"-0,89%","-8,82%",22 795,21 090,24 500,"1 500,00",15/05/2016,1er,"6,58%","10,31"
2016-10-11,BICC,BICICI,15 973,1 413 581 250,87 000,87 000,88 495,88 498,"1,72%","-12,38%",88 495,81 860,95 130,"2 771,41",24/07/2016,1er,"4,78%","16,03"
2016-10-11,BOAB,BOA BENIN,53,9 566 500,180 500,180 500,180 500,180 500,"0,00%","38,85%",180 500,166 965,194 035,"8 100,00",17/05/2016,1er,"4,49%","14,51"
2016-10-11,BOABF,BOA BURKINA FASO,120,16 561 200,140 000,138 010,138 010,138 010,"-1,42%","15,01%",138 010,127 660,148 360,"6 930,00",04/05/2016,1er,"4,85%","12,62"
2016-10-11,BOAC,BOA CI,10,1 460 000,145 010,146 000,146 000,146 000,"0,68%","16,80%",146 000,135 050,156 950,"5 480,00",08/05/2016,1er,"4,25%","17,72"
2016-10-11,BOAN,BOA NIGER,190,17 113 500,90 100,90 100,90 100,90 071,"0,00%","6,00%",90 100,83 345,96 855,"4 910,00",19/05/2016,1er,"5,35%","15,55"
2016-10-11,BOAS,BOA SENEGAL,49,2 695 000,55 000,55 000,55 000,55 000,"0,00%","-30,38%",55 000,50 875,59 125,"750,00",01/08/2016,1er,"1,36%","31,75"
2016-10-11,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),54 271,1 465 317,28,27,27,27,"-3,57%","-43,75%",27,25,29,"1,99",19/07/2013,1er,"0,00%","7,63"
